1,42865,1000,5,0,0,0,1,2,1,133,1045,39,1,0,0,57.74
1,42837,1000,5,0,0,1,2,3,2,133,1031,39,1,0,1,58.32
1,42827,1200,4,1,1,0,14,4,2,115,1039,41,1,0,0,70.51
1,42816,1000,4,0,2,1,12,5,12,115,1042,42,1,0,0,58.2
1,42802,1000,4,0,0,1,12,6,11,115,1038,42,1,0,1,58.24
1,42781,1000,4,0,2,0,12,7,8,116,1043,42,1,0,1,58.13
1,42760,1000,5,0,3,1,6,2,11,131,1030,37,1,0,1,57.69
1,42731,1200,5,1,4,1,3,2,7,132,1032,39,1,0,0,72.79
1,42708,1200,5,1,5,1,2,3,5,133,1043,40,1,1,0,69.32
1,42697,1200,4,0,3,2,12,6,7,114,1038,41,1,0,1,71.91
1,42655,1200,5,0,6,1,3,3,12,132,1027,39,1,0,0,73.29
1,42651,1200,5,1,1,0,3,6,5,133,1031,39,1,0,0,70.07
1,42641,1000,4,0,3,1,12,5,8,116,1034,40,1,0,0,58.57
1,42620,1200,5,0,6,2,3,8,9,133,1031,40,1,0,1,71.94
1,42543,1200,5,0,2,0,2,2,5,133,1045,40,1,0,0,73.54
1,42508,1200,5,0,6,1,9,2,5,127,1036,33,1,0,0,70.13
1,42484,1400,5,1,0,1,10,2,6,129,1029,35,1,0,2,83.38
1,42460,1200,5,0,3,1,1,9,12,132,1041,38,1,0,2,71.85
1,42442,1000,4,1,3,1,14,10,10,114,1041,40,1,0,1,57.66
1,42424,1000,4,0,2,1,12,10,10,117,1052,42,1,0,1,58.28
1,42389,1200,4,0,2,1,11,7,8,119,1045,44,1,0,3,71.7
1,42344,1200,4,1,3,1,8,11,2,123,1048,46,1,0,2,71.43
1,42291,1200,4,0,6,1,11,12,2,118,1041,46,1,0,0,72.14
1,42270,1200,4,0,2,1,11,12,10,120,1040,45,1,0,0,70.9
1,42172,1000,4,0,2,0,9,6,1,123,1011,49,1,0,1,57.62
1,42127,1200,4,1,4,0,10,13,6,123,1029,50,1,0,0,74.88
1,42101,1200,4,1,1,0,9,3,12,126,1022,51,1,0,2,70.42
1,42078,1200,4,1,0,1,9,3,6,124,1026,51,1,0,0,70.69
1,42022,1000,4,1,4,0,6,9,4,128,1043,52,1,0,1,58.49
2,42890,1400,5,1,6,0,2,14,13,132,1177,39,2,0,2,84.13
2,42848,1650,4,1,5,3,14,15,9,105,1173,41,2,1,2,99.86
2,42820,1200,4,1,5,4,12,16,5,115,1182,41,2,1,2,70.61
2,42795,1200,4,1,5,1,12,17,2,114,1183,40,2,1,0,69.52
2,42771,1000,4,1,2,1,12,16,3,117,1175,42,2,0,0,58.6
2,42743,1200,4,1,5,1,12,7,3,118,1165,44,2,1,0,69.77
2,42721,1000,4,1,3,0,10,18,8,119,1162,46,2,0,0,58.35
2,42708,1200,4,1,5,1,10,19,4,121,1158,48,2,1,0,69.58
2,42701,1200,4,1,5,1,6,19,1,123,1161,49,2,1,0,69.49
2,42676,1200,4,1,5,1,7,19,9,122,1155,49,2,1,2,70.19
2,42659,1200,4,1,5,1,10,20,11,120,1155,51,2,1,0,70.43
2,42638,1200,4,1,5,1,8,14,12,124,1148,52,2,1,0,70.8
2,42540,1200,4,1,5,1,3,19,2,130,1149,55,2,1,1,69.97
2,42466,1200,4,1,5,1,6,21,6,128,1130,55,3,1,0,69.92
2,42457,1200,4,1,5,1,5,3,5,126,1131,53,3,1,0,69.18
2,42428,1200,4,1,5,1,6,3,6,127,1143,53,3,1,1,69.48
2,42406,1200,4,1,5,1,7,19,11,128,1144,55,3,1,2,71.78
2,42378,1650,4,1,5,1,4,11,1,131,1129,57,3,1,2,99.75
2,42347,1650,4,0,0,2,3,22,10,132,1124,59,3,0,2,104.51
2,42326,1200,4,1,5,1,1,3,8,133,1111,60,3,1,1,69.27
2,42275,1200,3,1,5,1,10,6,3,117,1132,62,3,1,2,69.36
2,42253,1400,3,1,6,1,8,11,2,118,1149,64,3,0,2,84.89
2,42169,1400,3,1,1,0,8,11,8,118,1128,69,3,0,0,83.09
2,42151,1200,3,1,5,1,8,23,9,119,1123,71,3,1,0,70.38
2,42140,1200,3,1,2,1,8,11,10,121,1138,71,3,0,0,70.28
3,42760,1000,5,0,3,1,5,16,5,131,1208,37,4,0,1,58.3
3,42697,1000,5,0,3,2,4,18,8,131,1198,37,4,0,1,58.32
3,42683,1000,5,0,6,1,2,8,9,132,1192,39,4,0,0,58.93
3,42662,1200,4,0,2,5,12,8,1,115,1183,41,4,0,2,71.17
3,42648,1200,4,0,0,1,11,8,9,115,1185,42,4,0,0,72.65
3,42522,1200,4,0,3,1,12,5,6,117,1208,43,4,0,0,71.82
3,42494,1000,4,0,3,1,11,16,10,118,1197,45,4,0,0,58.16
3,42487,1000,4,0,2,1,3,16,4,121,1192,46,4,0,1,57.55
3,42470,1000,4,1,2,2,14,6,7,119,1204,46,4,0,1,57.41
3,42445,1000,4,0,6,1,9,16,5,120,1204,45,4,0,2,57.66
3,42414,1000,4,1,3,1,11,7,3,120,1209,45,4,0,1,58.02
3,42400,1000,5,1,4,1,1,7,14,133,1203,40,4,0,0,58.67
3,42361,1200,4,0,2,1,10,16,6,115,1207,42,4,0,0,71.39
3,42333,1200,4,0,2,1,9,24,5,119,1182,44,4,0,0,72.26
3,42291,1000,4,0,6,1,10,25,7,118,1188,45,4,0,1,58.15
3,42263,1000,4,0,6,1,6,19,7,120,1173,45,4,0,1,58.92
3,42190,1000,4,1,4,0,8,6,7,119,1181,46,4,0,1,56.92
3,42144,1200,4,0,2,2,9,200,12,120,1219,46,5,0,0,71.59
3,42130,1200,4,0,0,1,11,200,8,118,1216,44,5,0,1,69.87
3,42109,1200,4,0,6,0,11,200,11,118,1210,44,5,0,2,70.7
3,42032,1000,4,0,3,1,11,200,1,118,1215,44,5,0,1,57.53
3,42008,1200,4,1,5,1,10,4,5,117,1217,44,5,1,1,70.05
4,42865,1000,5,0,0,0,5,19,11,131,1043,37,6,0,0,58.29
4,42842,1400,5,1,3,0,10,26,14,128,1028,35,6,0,2,83.38
