35,42893,1800,3,0,0,0,10,26,3,116,1105,62,18,0,2,109.76
35,42879,1000,3,0,2,1,10,26,6,116,1126,62,18,0,1,58.59
35,42827,1800,3,1,1,0,10,25,8,119,1153,64,5,0,3,107.79
35,42799,1400,3,1,2,0,10,25,12,119,1155,66,5,0,0,82.26
35,42771,1800,3,1,2,1,10,14,2,122,1158,68,5,0,3,108.76
35,42749,1800,3,1,3,1,8,25,5,123,1153,70,5,0,3,109.39
35,42731,1650,3,1,5,1,10,4,11,120,1136,72,5,1,0,100.23
35,42697,1650,3,0,3,1,4,1,2,128,1140,74,5,0,0,101.85
35,42680,1400,3,1,3,0,1,1,12,133,1136,76,5,0,2,83.24
35,42648,1650,3,0,0,1,1,17,10,133,1130,77,5,0,2,101.9
35,42620,1650,3,0,6,2,2,7,1,131,1122,77,5,0,0,101.86
35,42543,1650,3,0,2,0,2,1,10,133,1110,78,5,0,0,102.55
35,42530,1650,3,0,0,1,3,1,4,131,1119,78,5,0,3,100.79
35,42508,1650,3,0,6,1,2,1,4,130,1119,75,5,0,3,99.68
35,42487,1650,3,0,2,1,2,7,2,128,1120,75,5,0,3,101.08
35,42452,1650,3,0,2,2,6,7,4,126,1120,70,5,0,2,102.23
35,42431,1200,3,0,3,1,3,0,12,125,1112,72,5,0,0,70.85
35,42337,1400,3,1,2,1,5,23,3,127,1094,72,3,0,3,83.21
35,42316,1400,3,1,3,1,4,1,3,125,1101,70,3,0,0,82.4
35,42287,1200,3,1,2,1,4,1,2,126,1088,72,3,0,0,69.87
35,42270,1200,3,0,2,1,3,11,11,130,1077,74,3,0,0,71.37
35,42256,1200,3,0,0,1,5,14,3,129,1083,74,3,0,2,71.34
35,42169,1400,3,1,1,0,3,11,13,129,1085,75,3,0,0,82.19
35,42101,1200,3,1,1,0,4,17,13,128,1107,75,3,0,0,71.45
35,42078,1400,3,1,0,1,4,17,9,128,1108,75,3,0,0,82.99
35,42056,1200,3,1,4,1,4,17,2,123,1091,70,3,0,0,69.73
35,42029,1200,3,1,1,0,4,17,14,123,1100,70,3,0,2,69.93
36,42876,1800,4,1,3,1,1,13,5,133,1058,59,1,0,2,110.6
36,42842,1800,4,1,3,0,1,0,2,131,1059,59,1,0,2,108.81
36,42806,2200,4,1,3,1,1,17,10,133,1056,59,1,0,3,137.6
36,42765,2000,4,1,6,1,2,0,11,132,1069,59,1,0,3,127.55
36,42731,1800,4,1,4,1,10,0,5,122,1064,50,1,0,2,107.92
36,42701,1600,4,1,2,1,5,1,12,123,1075,50,1,0,3,95.73
36,42680,1600,4,1,3,0,5,17,6,125,1068,52,1,0,2,96.24
36,42651,1400,4,1,1,0,4,14,9,125,1076,52,1,0,2,82.35
36,42526,1600,4,1,1,1,5,17,5,125,1063,52,1,0,3,94.59
36,42497,1600,4,1,2,1,6,17,13,128,1058,55,1,0,2,96.7
36,42457,1400,4,1,4,1,3,28,13,130,1086,57,1,0,0,82.82
36,42421,1200,4,1,0,1,2,28,4,132,1094,57,1,0,2,71.15
37,42879,1650,4,0,2,1,4,3,8,130,1021,57,12,0,0,101.55
37,42872,1650,4,0,6,0,4,3,9,131,1022,55,12,0,0,100.56
37,42851,1650,4,0,2,0,3,30,5,128,1011,55,12,0,3,100.36
37,42830,1800,4,1,5,1,4,1,8,129,1025,53,12,1,3,108.61
37,42816,1800,4,0,2,1,7,1,4,123,1025,48,12,0,3,110.38
37,42795,1800,4,1,5,1,7,30,10,126,1030,50,12,1,3,109.16
37,42781,1650,4,0,2,0,6,6,8,127,1026,52,12,0,2,100.45
37,42760,1650,4,0,3,1,5,6,8,129,1037,54,12,0,3,101.33
37,42743,1800,4,1,2,0,3,25,3,130,1024,56,12,0,2,108.7
37,42731,1800,4,1,4,1,2,6,3,130,1006,58,12,0,2,108.99
37,42711,1650,4,0,6,0,1,7,6,133,1026,59,12,0,2,101.16
37,42704,1800,4,0,0,1,1,1,4,133,1019,59,12,0,3,111.55
37,42673,1650,4,0,0,1,1,0,6,133,1013,59,12,0,2,102.61
37,42648,1650,4,0,0,1,1,0,12,133,1012,59,12,0,2,103.31
37,42634,1650,4,0,2,0,1,0,8,131,1006,54,12,0,3,101.54
37,42480,1650,4,0,6,1,2,4,11,132,1037,58,9,0,2,102.4
37,42463,1400,4,1,1,1,1,3,8,133,1036,60,9,0,0,83.04
37,42452,1200,3,0,2,2,11,3,11,114,1030,61,9,0,2,71.15
37,42442,1400,3,1,3,1,10,4,6,118,1041,64,9,0,2,83.67
37,42424,1800,3,0,2,1,8,4,2,122,1046,66,9,0,2,112.04
37,42403,1650,3,0,0,1,8,34,4,123,1044,68,9,0,2,101.69
37,42370,1600,3,1,1,1,6,44,11,125,1035,70,9,0,2,95.5
37,42351,1800,3,1,0,1,5,11,4,129,1032,72,9,0,3,109.36
37,42319,1800,3,0,6,1,4,11,8,129,1042,73,9,0,2,110.62
37,42299,1650,3,0,3,1,5,0,6,130,1037,74,9,0,2,101.94
37,42284,1650,3,0,0,2,3,1,3,127,1045,74,9,0,2,101.88
37,42256,1650,3,0,0,1,4,4,7,128,1037,73,9,0,2,102.69
37,42197,1600,3,1,1,0,2,21,4,130,1018,76,9,0,2,94.78
37,42176,1600,3,1,2,1,3,11,14,132,1010,78,9,0,2,97.87
37,42155,1600,3,1,0,0,2,36,2,132,1028,78,9,0,2,96.5
37,42127,1600,3,1,4,0,1,3,6,133,1014,80,9,0,2,96.25
37,42106,1600,2,1,2,1,14,8,12,114,1016,80,9,0,3,94.9
37,42081,1800,2,0,2,1,12,24,5,117,1006,80,9,0,2,109.4
37,42067,1800,3,0,0,1,1,29,5,133,1016,80,9,0,2,111.12
37,42039,1800,3,0,0,1,3,4,3,127,1020,79,9,0,3,110.82
37,42011,1650,3,0,0,1,10,4,10,126,1011,78,9,0,3,101.09
38,42872,1650,4,0,6,0,1,14,4,133,983,57,11,0,0,101.73
38,42851,2200,4,0,2,1,4,14,7,129,994,59,11,0,3,137.73
38,42837,2200,3,0,0,1,10,14,8,114,992,61,11,0,3,137.74
38,42802,1800,3,0,0,1,11,2,4,116,1001,62,11,0,0,109.71
38,42781,1800,3,0,2,0,10,2,9,117,1006,64,11,0,0,109.95
